location166,"Oshkosh, WI, US"
location165,"Middletown, NY"
location163,"New Jersey, US"
location162,"Indianapolis, IN, US"
location161,"Orlando, FL, US"
location160,"Baton Rouge, LA, US"
artist35,9th Wonder
location169,"San Diego, CA, US"
location168,"Denver, CO, US"
artist598,Defari
artist599,Def Squad
artist1329,Christopher Martin
artist1328,Lucy Pearl
artist1325,Sophia Fresh
artist591,dc Talk
artist592,dead prez
artist1326,Aaron Hall
artist594,Declaime
artist1320,Robyn
artist596,Deep Fried Funk Brothers
artist597,Def Jef
artist846,FU-Schnickens
artist847,Future
artist844,Fugees
artist845,Funkmaster Flex
artist843,Fort Minor
artist848,G. Dep
artist1493,Rampage
artist1492,Eric B. & Rakim
artist1491,Rakim
artist1490,Rah Digga
artist1312,Gina Thompson
artist1499,Indelible MC's
artist1498,Scarface
artist1031,Lil Rob
artist1253,Youssou N'Dour
artist1255,Syleena Johnson
artist1254,N-Tyce
artist1257,Mario Winans
artist1256,3LW
artist1259,Whitney Houston
artist1258,Sharissa
artist1033,Lil Wyte
artist448,Chrome
artist1032,Lil' Troy
artist442,Choppa
artist701,Domino
artist440,Choclair
artist441,Choppa Style
artist446,Christbearer
artist447,Chris Ward
artist444,Chris Lowe
artist445,Chris Rock
artist703,Don Omar
artist1740,Yung Joc
artist663,DJ Kizzy Rock
artist660,DJ Jazzy Jeff
artist1075,Maino
artist1074,Timbaland
artist1077,Marc Mac
artist1076,Mannie Fresh
artist1070,Mack 10
artist1073,Timbaland & Magoo
artist666,DJ Krush
artist1079,Mario
artist1078,Marc Live
artist664,DJ K.O.
artist665,DJ Kool
artist1679,Trillville
artist1678,Trick Trick
artist1677,Trick Daddy
artist1676,Trey Songz
artist1675,Tragedy Khadafi
artist1673,Trae
artist1672,Trackademicks
artist1671,TQ
artist1479,Purple City
artist1478,"Sean ""P. Diddy"" Combs"
artist699,Dominator
artist1471,The Psycho Realm
artist1470,Poor Righteous Teachers
artist1473,Diddy - Dirty Money
artist1472,Diddy
artist697,Dom Pachino
artist696,Doja Clik
artist694,D.O.C.
artist1289,Michel'le
artist275,Blade
artist274,Black Star
artist277,Blak Jak
artist276,Blahzay Blahzay
artist270,Black Milk
artist272,Black Rob
artist279,Blaq Poet
artist278,Blak Twang
artist449,Chris Brown
location228,"Tampa, FL, US"
location229,"Georgia, US"
location224,"Jackson, MS, US"
location225,"Frankfurt, Hesse, DE"
location226,"Bushwick, New York, NY, US"
location227,"Muenster, North Rhine-Westphalia, DE"
location220,"Redwood City, CA, US"
location221,"Gainesville, FL, US"
location222,"South Gate, CA, US"
location223,"Pennsylvania, US"
artist301,Booba
artist303,Boogie Down Productions
artist305,Boo and Gotti
artist307,Boot Camp Clik
artist306,Bomfunk MC's
artist903,Insane Clown Posse
artist902,Icewater
artist1012,Lauryn Hill
artist907,Infamous Mobb
artist906,Indo G
artist905,Immortal Technique
artist904,Iggy Azalea
artist909,Jonathan Toth from Hoth
artist908,Internet
location350,"Berlin, Germany"
location352,"Bowman, SC, US"
location353,"Atlanta, NY, US"
location354,The Bronx New York
location355,"Mogadishu, Banaadir, SO"
location356,"Toronto, Canada"
location357,"Landover, MD, US"
location358,"Shaker Heights, OH, US"
location359,"Birmingham, England, GB"
artist1544,Rick Ross
artist14,3x Krazy
artist1546,RJD2
artist1541,Rhymefest
artist13,3rd Bass
location174,"Santa Catarina, Mexico"
location175,"Columbus, GA"
location176,"Philadelphia, PA"
location177,"New London, CT, US"
location170,"New York NY, United States"
location171,"Northwest, Portland, OR, US"
location172,Staten Island NY
artist11,2nd II None
location178,"Valley Village, Los Angeles, CA, US"
location179,Atlanta Georgia 
artist1310,Kate Alexa
artist879,Hell Razah
artist878,Genius/GZA
artist1315,Sisqó
artist1316,Brandy
artist1317,Gerald Levert
artist873,Gym Class Heroes
artist872,Gumz
artist871,Gudda Gudda
artist870,Gucci Mane
artist877,Genius
artist876,GZA
artist874,Travie McCoy
artist1264,LeVert
artist1265,Dave Hollister
artist1266,Keri Hilson
artist1267,Somethin' for the People
artist1260,Raphael Saadiq
artist1262,Next
artist1269,Sean Kingston
artist479,Company Flow
artist478,Comp
artist477,Common/Pharrell
artist475,Armand Van Helden
artist472,Common Sense
artist471,Common
artist1048,The Lonely Island
artist1041,Lloyd Banks
artist1044,LL Cool J
artist1045,Lloyd
artist1046,LMFAO
artist1047,Lone Catalysts
artist1683,Twista
artist1680,Trina
artist1681,TRU
artist1686,Tyga
artist1685,Twiztid
artist1688,"Tyler, The Creator"
artist1689,U-God
artist1448,Play N Skillz
artist1444,Pimp C
artist1445,P!nk
artist686,DJ Shadow
artist1447,Pitch Black
artist1440,Pharrell
artist681,DJ Vadim
artist1442,Philly's Most Wanted
artist1443,Phonte
artist266,Black Knights
artist267,Blac Haze
artist265,BK-One
artist262,Biz Markie
artist263,Bizzy Bone
artist260,Binary Star
artist261,Bizarre
artist808,Eve Lesov
artist268,Blackalicious
artist1166,Ginuwine
location211,"Oakland, CA"
location210,"Glendale, CA, US"
location212,"Victoria, TX, US"
location215,"Baldwin Park, CA, US"
artist1165,Madonna
location217,"Westbury, NY, US"
location216,"Memphis, TN, US"
location219,"Lexington, KY"
location218,"Havana, Ciudad de la Habana, CU"
artist1169,Mary J. Blige
artist618,Diabolic
artist124,All Natural
artist318,Brotha Lynch Hung
artist319,Brainpower
artist312,Boss Hogg Outlawz
artist313,"Slim Thug, Boss Hogg Outlawz"
artist316,Botany Boys
artist317,Boyz N Da Hood
artist314,Boss Hogg Outlawz & Slim Thug
artist315,Bossman
artist915,Justin Timberlake
artist916,J Wells
artist917,J-Zone
artist910,Joe Budden
artist912,J. Cole
artist913,Jermaine Dupri
artist122,Analog Brothers
artist918,Ja Rule
artist919,Jacki-O
location365,"Minneapolis St Paul International Airport, Minneapolis, MN, US"
location364,"Wembley, London, England"
location367,"Hammersmith, London, England, GB"
location366,"Farmville, VA, US"
location361,"Hawthorne, CA, US"
location360,"Nebraska, US"
location363,"Kansas City, MO, US"
location362,"Aachen, Germany"
location369,"Kentwood, LA, US"
location368,"Durham, NC"
artist128,Annakin Slayd
location149,"New Rochelle, NY, US"
location141,"Antwerp, Antwerp, BE"
location140,"Sacramento, CA, US"
location143,"London, UK"
location142,"London, England, GB"
location145,"Wyandanch, NY, US"
location144,"Montreal, Quebec, CA"
<default>,"Montreal, Quebec, CA"
location146,"Yarrawonga, Victoria, AU"
artist802,E.S.G.
artist1307,Veronica
artist1306,Billy Ocean
artist1305,Case
artist1304,Carl Thomas
artist868,Group Home
artist869,Gravediggaz
artist1300,Fantasia
artist864,Goodie Mob
artist865,Grand Puba
artist866,Greg Nice
artist867,Grimm
artist861,GLC
artist862,Gnarls Barkley
artist863,Guru
location549,"Gadsden, AL, US"
location548,"Croix des Bouquets, Ouest, HT"
location545,"Claremont, NH, US"
location544,"Warren, MI, US"
location547,"Baton Rouge, LA"
location546,"Riverdale, GA, US"
location541,"Brooklyn, Atlanta, GA, US"
location540,"Nova Scotia, CA"
location543,"Miami, Florida"
location542,"Rockingham, NC"
artist1279,Nikki Jean
artist1278,Lyfe Jennings
artist1273,Amy Winehouse
artist1271,Houston
artist1270,Kelly Price
artist1277,Santana
artist1274,Luther Vandross
artist460,CL Smooth
artist461,Pete Rock & C.L. Smooth
artist463,Compton's Most Wanted
artist464,MC Eiht
artist465,Capone-N-Noreaga
artist466,Cocoa Brovaz
artist467,Code Blue
artist468,Cognito
artist96,Al Fatz
artist97,The Alchemist
artist94,Akrobatik
artist95,Al-D
artist92,AKIR
artist93,Akon
artist90,Akbar
artist91,Akinyele
artist98,Alchemist
artist99,Alexipharmic
artist1059,Luniz
artist1058,Uncle Luke
artist1057,Lucky Luciano
artist1056,Lord Jamar
artist1055,Lost Boyz
artist1054,Lordz of Brooklyn
artist1053,Lord Tariq & Peter Gunz
artist1052,Lootpack
artist1051,Loon
artist1050,Leaders of the New School
artist1006,LA The Darkman
artist1690,Ugly Duckling
artist1693,Ultramagnetic MC's
artist1692,Ultra
artist1694,UNK
artist1697,Urban Mystic
artist1698,Vakill
artist671,DJ Pooh
artist670,DJ Paul
artist673,Mysteries of the Revolution
artist672,DJ Quik
artist675,Revolution
artist674,DJ Revolution
artist676,DJ Screw
artist679,DJ Skribble
artist678,DJ Signify
artist1459,Prefuse 73
artist688,DJ Tomekk
artist855,Mic Geronimo
artist854,Godfather Don
artist857,Geto Boys
artist785,Eligh
artist784,11/5
artist787,Elzhi
artist786,El da Sensei
artist780,Eightball & MJG
artist783,Elemental Zazen
artist782,El-P
artist583,The Conscious Daughters
artist789,EMC
artist1446,Pitbull
artist680,DJ Taz
artist803,Big Pokey & E.S.G.
artist580,Darkroom Familia
artist1441,Phife Dawg
location462,"Buff Bay, Portland, JM"
artist683,DJ Format
artist259,Billy Cook
artist258,Billy Cook & Lil' Kano
artist253,Krizz Kaliko
artist252,Big Daddy Kane
artist251,Big Unk
artist250,Big Tymers
artist257,Bilal
artist256,Big Pokey & Chris Ward
artist255,Big Pokey
artist254,Big Mello
location207,"Milwaukee, WI, US"
location204,"Chicago, United States"
location205,"Monterrey, Nuevo Leon, MX"
location202,"Fairfield, CA, US"
location203,"Boston, MA"
location200,"Mount Vernon, WA, US"
location201,"Mount Vernon, New York"
location208,"Upland, CA, US"
location209,"Huntington Beach, CA, US"
artist328,Brinson
artist327,Breez Evahflowin
artist326,Breeze
artist325,Brad Strut
artist324,Bravehearts
artist323,BrassMunk
artist322,Bran Van 3000
artist321,The Brand New Heavies
artist320,Braintax
location378,"Pittsburgh, PA"
location379,Norfolk Virginia United States
location372,"Pacific Palisades, Los Angeles, CA, US"
location373,"Sebeka, MN, US"
location370,"South Jamaica, NY"
location371,"Bay Shore, NY, US"
location377,"Richmond, VA, US"
location374,"Berkeley, CA, US"
location375,"Oxnard, CA, US"
location158,"Kyogle, New South Wales, AU"
location159,"Sacramento, CA"
location156,"Port Arthur, TX, US"
location157,Jamaica
location154,"Louisville, KY, US"
location155,"Philadelphia,Pennsylvania,United States"
location152,"Un', Sverdlovsk Oblast, RU"
location153,"Halifax, Nova Scotia, CA"
location150,"Grand Rapids, MI, US"
location151,"Tennessee, US"
artist891,The High And Mighty
artist890,Hi-Tek
artist892,Hilltop Hoods
artist895,House of Pain
artist894,Hot Boy$
artist897,I-20
artist896,Hush
artist899,Ice-T
artist898,Ice Cube
location550,"Columbia SC, United States"
artist30,The 7A3
artist31,88-Keys
artist700,Domingo
artist1520,Grandmaster Melle Mel
artist1208,Total
artist1209,Tank
artist1206,James Brown
artist1207,Christina Aguilera
artist1205,Katy Perry
artist1202,The Product G&B
artist1200,Gwen Stefani
artist1201,Destiny's Child
artist1525,R.A. The Rugged Man
artist415,Chali 2na
artist88,Ak-9ine
artist417,Chamillionaire
artist416,Chalie Boy
artist410,Cero
artist413,Cha Cha
artist412,Ceschi
artist81,A.G.
artist80,Afu-Ra
artist419,Chance
artist84,Ahmad
artist86,Raashan Ahmad
artist1512,Wale
artist1510,Styles P
artist1516,West Street Mob
artist1517,The Sugarhill Gang
artist1514,Sugarhill Gang
artist1518,The Furious Five
artist1519,The Sequence
artist529,Cyssero
artist528,Cypress Hill
artist521,CunninLynguists
artist520,Culture VI
artist523,The Curtains
artist522,Curren$y
artist525,Husalah
artist524,Cold World Hustlers
artist527,Cyne
artist1198,Jodeci
artist1199,Usher
artist1196,Nicole
artist1197,K-Ci & JoJo
artist1194,Jamie Foxx
artist1195,The Isley Brothers
artist1192,Jagged Edge
artist1190,R. Kelly
artist662,DJ JS-1
artist1427,Pharoahe Monch
artist1424,Outsidaz
artist1425,Ozomatli
artist1422,Sleepy Brown
artist1423,Outlawz
artist1420,Organized Konfusion
artist1421,OutKast
artist668,DJ Muggs
artist669,DJ Muggs & Planet Asia
artist1428,Petey Pablo
artist1429,Pastor Troy
location414,"Glen Cove, NY, US"
artist729,Drag-On
artist1738,Young Money
artist1739,Yukmouth
artist1732,Young Jeezy/Jay-Z
artist1733,Yo Gotti
artist1730,Young Bleed
artist1731,Young Jeezy
artist1734,Young Buck
artist797,Equilibrium
artist794,Epidemic
artist795,EPMD
artist792,Encore
artist793,Envelope
artist790,Eminem
artist798,Equipto
artist799,Errelevent
location8,"Compton, CA, US"
location9,"Tarpon Springs, FL, US"
location6,"New York, NY, US"
location7,"Miami, FL, US"
location4,"Los Angeles, CA, US"
location5,"Los Angeles CA, United States"
location2,"Long Beach, CA, US"
location3,"College Park, GA, US"
location1,"Melbourne, Victoria, AU"
artist248,Big T
artist249,Big Tuck
artist245,Big Shug
artist246,Big Stan
artist247,Big Syke
artist240,Big Punisher
artist241,Big Pun
artist242,Big Quarters
artist243,Big Sean
artist330,Brand Nubian
artist331,Brother Ali
artist333,Bronze Nazareth
artist334,Brooklyn Zu
artist335,The Brothahood
artist336,Brothatone
artist337,Brown Boy
artist338,Brownside
artist339,Bubba Sparxxx
location309,Japan
location308,"Rockville, MD, US"
location307,"Vallejo, CA"
location306,"Hardyston, NJ, US"
location305,"San Antonio, TX, US"
location304,"Riverside, CA, US"
location303,"Maryland, US"
location302,San Francisco California
location301,"Oxford, NC, US"
location300,"Winnipeg, Manitoba, CA"
artist1141,Zap Mama
artist1065,Mad Skillz
artist1063,Masters of Illusion
artist1140,R.E.M.
location413,"Huntington, NY, US"
artist635,Dirtbag
location411,"Buffalo, NY, US"
location417,"Cincinnati, OH "
location416,"Terrell, Texas "
location415,"Beverly Hills, CA, US"
artist634,J.R. Writer
location419,"Charlotte, NC, US"
location418,"Sarrebruck, Saarland, DE"
artist1415,Oh No
artist1143,Rev Run
artist636,Dirty
artist631,Dilated Peoples
artist630,Digital Underground
artist1147,Crazy Town
artist1146,Fear Factory
artist882,Harlem World
artist883,Havoc
artist881,MC Hammer
artist886,Heavy D. & The Boyz
artist887,Heavy D
artist884,H.A.W.K.
artist885,Heavy D & The Boyz
artist888,Heltah Skeltah
artist889,Hi-C
location526,"Bronx, NY"
location525,"Boston, MA "
location523,"Beach Park, IL, US"
location522,"Mckeesport, PA, US"
location521,"Niteroi, Rio de Janeiro, BR"
location520,"Pico-Union, Los Angeles, CA, US"
location528,"Vancouver, Canada"
artist269,The Black Eyed Peas
artist1218,M. Pokora
artist1215,Adina Howard
artist1214,Aaliyah
artist1217,LSG
artist1210,112
artist1213,Keith Sweat
artist406,Cee-Lo
artist407,Cella Dwellas
artist404,Cee Lo Green
artist402,Caz
artist400,Casual
artist401,Caviar
artist408,Celly Cel
artist409,Celph Titled
artist1501,"Royce da 5'9"""
artist1500,Erick Sermon
artist1502,Saukrates
artist1504,Snoop Dogg
artist1507,Latyrx
artist1509,UGK
artist539,D-Nice
artist532,David Banner
artist533,D-Block
artist530,Gorillaz
artist531,D4L
artist536,D-Flame
artist537,Dark Lotus
artist535,Dem Franchize Boyz
artist1189,B2K
artist1188,Danity Kane
artist1184,Ashanti
artist1187,Black Buddafly
artist1186,Shae Jones
artist1180,SWV
artist1183,Mariah Carey
artist1182,Ne-Yo
artist1435,Public Enemy
artist1434,Paul Wall & Chamillionaire
artist655,DJ Envy
artist1436,Perceptionists
artist1431,Page
artist1430,Pacewon
artist651,DJ DMD
artist650,DJ Crazy Toones
artist1438,Pete Rock
artist658,DJ Honda
artist1729,Young Gunz
artist1721,X-Ecutioners
artist1720,Wyclef Jean
artist1723,Xzibit
artist1722,XV
artist1724,YoungBloodZ
artist1727,Ying Yang Twins
artist1726,YelaWolf
artist742,Dream Warriors
artist745,L.A. Dream Team
artist744,Driicky Graham
artist347,Bukshot
artist341,Buckshot
artist340,Buck 65
artist343,Buddha Monk
artist349,Bun B
artist348,DJ Drama & Bump J
location319,"Norfolk, VA, US"
location314,"Munich, Bavaria, DE"
location316,"Valley Stream, NY, US"
location317,"Venice, Los Angeles, CA, US"
location310,"Riga, Rļga, LV"
location311,"detroit, MI"
location312,"Palo Alto, CA, US"
location313,"Brentwood, NY, US"
artist833,Foxy Brown
artist832,Foreign Exchange
location400,"Vacaville, CA, US"
location401,"Agoura Hills, CA, US"
location402,"Wilmette, IL, US"
location404,"Gary, IN, US"
location405,"New York City New York, U.S.}}"
location406,"Stratford, Ontario, CA"
location407,"Severn, MD, US"
location408,"Yonkers, New York"
location409,"Columbus, GA, US"
artist647,Chris Clay
location534,"Lawrence, MA, US"
location535,"Waco, TX, US"
location536,"Tallahassee, FL, US"
location537,"Fontana, CA"
location530,"Redondo Beach, CA, US"
location531,"Long Beach, CA"
location533,"Corsicana, TX, US"
location538,Poland
location539,"Kansas City MO, United States"
artist1220,Jonas Brothers
artist1221,Monica
artist1222,Ryan Leslie
artist1223,Christina Milian
artist1228,Jeremih
artist1229,Omarion
artist439,Chip tha Ripper
artist438,Chino XL
artist433,Chill Rob G
artist431,Chief Kamachi
artist437,Chingy
artist434,Chingo Bling
artist1084,Mathematics
artist1087,mc chris
artist1080,Bob Marley
artist1081,Mase
artist1083,Master P
artist1088,MC Lars
artist1089,MC Lyte
artist1534,Redd Eyezz
artist1535,Redman
artist1536,Talib Kweli
artist1537,Reflection Eternal
artist1530,Really Doe
artist1531,Inspectah Deck
artist1532,Red Cafe
artist1533,Red Hot Lover Tone
artist1538,Rehab
artist1539,Reks
artist509,Bobby Jimmy and The Critters
artist506,Crime Mob
artist505,Crime Boss
artist504,The Creators
artist502,Copywrite
artist501,Cowboy Troy
artist500,Mighty High Coup
artist648,DJ Clue?
artist649,DJ Cosm
artist1158,Alice Cooper
artist1159,Fall Out Boy
artist1152,Papa Roach
artist1153,Linkin Park
artist1150,Korn
artist643,love division
artist1156,Six Feet Under
artist1405,N.O.R.E.
artist1154,Limp Bizkit
artist1155,Transplants
artist1719,World Class Wreckin' Cru
artist1714,Wisemen
artist1715,Witchdoctor
artist1717,Wiz Khalifa
artist1710,Westside Connection
artist1711,Wicked Minds
artist1712,will.i.am
artist704,Don P
location147,"Northern California, CA, US"
artist706,Donald D
artist356,Cali Agents
artist357,C-Bo
artist354,Busy Bee
artist355,C-mob
artist352,Bushwick Bill
artist353,Bust Down
artist351,Busdriver
artist359,C-Loc
location321,"Orleans Parish, LA, US"
location323,"Utrecht, Utrecht, NL"
location322,new york
location325,"San Diego, CA"
location324,"Bakersfield, CA, US"
location327,"South Orange, NJ"
location326,"Cocoa Beach, FL, US"
location328,"Glen Gardner, NJ, US"
location185,"San Pablo, CA, US"
location184,"Atlanta, GA"
location187,The Bronx NY
location186,"Milpitas, CA, US"
location181,"Pals, Catalonia, ES"
location180,"Tampa, FL"
location183,"Istanbul, Istanbul, TR"
location188,Chicago Illinois
location435,"Worcestershire, England, GB"
location434,"Springfield, OH, US"
location437,"Dakar, Dakar, SN"
location430,"Providence, RI, US"
location433,"Hacienda Heights, CA, US"
location432,"New Brunswick, NJ"
location439,"North Hollywood, Los Angeles, CA, US"
location438,"Orangeburg, SC, US"
location509,"San Mateo, CA"
location501,"Castle Hill, New York, NY, US"
location500,"New York City, NY"
location503,"Wyandanch, NY, US "
location505,Norway
location504,"Anderson, MO"
location506,"Yonkers, NY"
artist1237,Jaheim
artist1236,Jennifer Lopez
artist1233,Jon B.
artist1232,Avant
artist1231,Dru Hill
artist1230,Natalie
artist1239,Ray J
artist1238,Fergie
artist1004,Lost Secret
artist428,Chi-Ali
artist429,Chico & Coolwadda
artist424,Chasm
artist420,Channel Live
artist421,Charizma & Peanut Butter Wolf
artist422,Charli Baltimore
artist1302,Robin Thicke
artist1007,Lady Sovereign
artist1000,Kurupt
artist1001,Kool Savas
artist1002,Kutt Calhoun
artist38,Chelonis R. Jones
artist39,E the R&b Hip-hop Rockstar
artist1529,Ray Cash
artist1528,Rasco
artist656,DJ Felli Fel
artist1523,Bobby Creekwater
artist1522,Stat Quo
artist1521,Wu-Tang Clan
artist33,9th Prince
artist1526,Ras Kass
artist36,A Plus
artist1524,Rappin 4-Tay
artist654,DJ Drama
artist1309,Chanté Moore
artist653,DJ Drama & Blood Raw
artist1308,Mr. Hudson
artist652,Drama
artist510,Crooked Stilo
artist511,Crooked I
artist513,CRU
artist514,Crunchy Black
artist515,Cryptic One
artist517,Cuban Link
artist519,The CUF
artist1432,Papoose
artist1149,Motörhead
artist1148,Lenny Kravitz
artist639,Ludacris
artist638,Disturbing Tha Peace
artist1419,Onyx
artist1418,Omar Cruz
artist1417,Ol' Dirty Bastard
artist1416,OJ da Juiceman
artist637,DISTRAKT
artist1414,OG Ron C
artist1413,Odd Squad
artist1144,Cassius
artist1411,Obie Trice
artist632,The Diplomats
artist1098,Messcalen
artist1093,Medina Green
artist1092,McGruff
artist1091,MC Ren
artist1090,MC Magic
artist1096,Memphis Bleek
artist1095,MellowHype
artist1094,Meek Mill
artist183,Black Market Militia
artist182,B-Legit
artist181,Bishop Lamont
artist180,Big Gemini
artist187,Brittany Smooch
artist186,Bad Ronald
artist184,Busta Rhymes
artist189,Birdman
artist741,Dre Dog
artist740,Andre Nickatina
artist743,Drift
artist1700,Waka Flocka Flame
artist1707,Webbie
artist1706,WC and the Maad Circle
artist747,Drop City Yacht Club
artist746,Dro
artist748,Dru Down
artist1709,The Weeknd
artist296,B.o.B
artist295,Blueprint
artist293,Blue Scholars
artist292,Blu
artist291,Bloodhound Gang
artist299,Bone Thugs-n-Harmony
artist298,Bone Crusher
artist771,Earthquake Institute
location90,Harlem New York
location91,"Brooklyn, NY"
location92,"Southampton, England, GB"
location93,"Dallas, TX, US"
location94,"Vallejo, CA, US"
location95,"Pittsburgh, PA, US"
location96,"New York, New York"
location97,"New Orleans, LA, US"
location98,"Los Angeles, CA"
location99,"Houston, TX"
artist369,C Note
artist368,C-Note
artist360,C-Murder
artist169,AWOL One and Daddy Kev
artist168,Awol One
artist162,Audio Two
artist164,Dan the Automator
artist167,Awkword
artist166,Away Team
location336,"Mandeville, Manchester, JM"
location337,USA
location334,"Jackson, TN, US"
location335,"Harlingen, Friesland, NL"
location332,"Geneva, NY, US"
location333,"Red Hook, New York, NY, US"
location330,"Kannapolis, NC, US"
location331,"Houston, TX, US "
location338,"Mount Vernon, NY, US"
location339,"Carson,California,United States"
location428,"Chicago, Illinois"
location429,"Baltimore, MD"
location422,"Barnwell, SC, US"
location423,"Milwaukee, WI"
location420,"Chattanooga, TN, US"
location421,"Fullerton, California"
location426,"Strasbourg, Alsace, FR"
location425,"Seabrook, TX, US"
artist549,Da Officialz
location78,"Brooklyn, New York, NY, US"
location79,"Flint, MI, US"
location72,"Grand Rapids, MI"
location73,"Jersey City, NJ, US"
location70,"Chicago, IL, US"
location71,"Quebec, Quebec, CA"
location76,"Willimantic, CT, US"
location77,"Brownsboro, AL, US"
location74,"Handsworth, Sheffield, England, GB"
location75,Mexico
artist543,The Deadly Snakes
artist989,Knoc-Turn'Al
artist988,Kool Moe Dee
location518,"Staten Island, NY"
location519,"San Antonio,Texas,United States"
artist983,Killer Mike
artist982,Killarmy
artist981,Kidz in the Hall
location515,"Flushing, New York, NY, US"
artist987,Kingpin Skinny Pimp
artist986,King T
location510,"Kendallville, IN, US"
artist984,Kindred the Family Soul
artist540,D-Shot
artist547,Spark Da' Flame
artist546,Bad Boy's Da Band
location198,"Enfield, Nova Scotia, CA"
location199,"Norfolk, VA"
artist545,Deadly Venoms
