scandalous,66.8769635661
honey,66.5692694417
wooday,66.4650420034
spike,65.6256216251
dade,65.5700736301
laffy,65.4974408093
lean,65.3647050322
bendin',65.3036578597
singin,65.2486551408
canada,65.0224790634
taping,64.9822961136
crooked,64.8876666917
getcha,64.8303249603
melody,64.7508747629
bilingual,64.7459910541
presea,64.3555536721
endonesia,64.3555536721
microhard,64.3555536721
eerrie,64.3555536721
rhyt,64.3555536721
sampled,64.2088849275
girls,63.9342481324
muffin,63.8379888017
trol,63.8110725245
sweepstakes,63.8110725245
chim,63.8110725245
taffy,63.4623305362
wasted,63.2831732399
bekay,63.2595643437
novacane,63.1417899033
brah,62.9827703001
mary,62.9769192309
sugar,62.9347689722
tickin',62.6057963953
wordsmith,62.5896157378
manos,62.5896157378
conglomerate,62.5826721155
tone,62.4803396618
jettin,62.3785150565
tupac,61.8209352106
mobbin',61.7767504255
murda,61.7706467081
nina,61.6860391526
blessings,61.5923533045
scrilla,61.591697588
swagga,61.5621752655
hardbody,61.5621752655
drama,61.5224460689
arriba,61.4171942784
ohhhhhhhhh,61.3562902232
chop,61.2591566817
pac's,61.0669189539
roar,61.0576330644
interlude,60.8515469858
cruisin,60.7613400623
blow,60.6957975299
skreeem,60.3333315676
bllluuueeeeeeeeeee,60.3333315676
whaaaa,60.3333315676
ficky,60.3333315676
cuttboyz,60.3333315676
alllllll,60.2660129398
cocaina,60.2660129398
poet,60.2640736427
loves,60.2089683958
chip,60.186034953
gentlemen,59.8261407692
roaches,59.7602373703
borrow,59.5589343542
skilla,59.5384135
ladda,59.5384135
whoot,59.5384135
surprise,59.1723314428
dats,59.1688727608
afraid,59.1394950292
flexin,59.0678817699
cowboy,58.6996429466
betty,58.6996429466
load,58.6745856853
diddy,58.614489673
ding,58.5173431203
humpty,58.5135650201
session,58.4817001993
tambourine,58.3925326025
grindin',58.3140547201
phunky,58.1420544175
bell,58.1268991651
beautiful,58.0139072668
mirror,57.6741596878
chains,57.5831925284
body,57.5831925284
birdie,57.5127987401
ingredient,57.5127987401
grinch,57.5127987401
nigger,57.4166297565
c'mon,57.3064017839
higher,57.1956991762
sprinkle,57.1950432483
gouda,57.1852616506
aiyyy,56.7209533551
dale,56.6965922432
reel,56.590436328
'cain,56.4952857029
dirt,56.4872627296
nerrrrrrrr,56.3111094631
na'm,56.3111094631
talkn,56.3111094631
ragga,56.3111094631
onez,56.3111094631
dadat,56.3111094631
doin',55.9176003469
kittie,55.8172626562
dogcatcher,55.8172626562
mare,55.8172626562
mutha,55.6368562464
shut,55.370201462
knew,55.3460655475
projects,55.2924258816
crackhouse,55.2206612009
walla,55.1485030135
louder,54.7874592108
calles,54.6371588031
patch,54.5460896986
hell,54.5196603382
tal'n,54.4966676038
nightfall,54.3962833167
ballad,54.3962833167
brook,54.2384227319
passion,54.233938324
hungry,54.1853992195
potty,54.0686423414
pressing,53.9967545173
galore,53.973003481
woop,53.648242061
ryder,53.5337420216
anti,53.4795261347
boys,53.4375805286
tired,53.3422298222
rappers,52.8798810563
underdog,52.8294822101
missing,52.6762456702
dres,52.5618440951
worst,52.4983135079
quik,52.4856419167
part,52.3553375584
shake,52.3553375584
bitchy,52.343073389
backstabbers,52.343073389
pollaseeds,52.2888873586
sacalos,52.2888873586
raggs,52.2888873586
duthy,52.2888873586
jerkit,52.2888873586
muevelos,52.2888873586
outchea,52.2888873586
nononono,52.2888873586
loer,52.2888873586
chemical,52.2523569503
guts,52.2108806848
rhythm,52.0702831794
animal,52.0053099001
dyin,51.9793589954
gravity,51.926607222
digging,51.926607222
mira,51.7730398804
knock,51.7480153984
settin',51.4806253546
america,51.480100309
crippin',51.3742675769
happ'n,51.3018127213
enjoy,51.2359314648
balls,51.1839299265
single,51.0678159433
controls,51.0247978801
cruising,50.881360887
yeahhhhhh,50.8313436894
wicked,50.7062975904
haunt,50.5730392715
rocky,50.5056920054
ugly,50.3207280023
mayne,50.2394190349
testing,50.1827340795
weird,50.0500989583
title,50.0312614376
nuff,50.0
nahh,49.9028120452
white,49.8607843608
cation,49.8487815026
bourgeois,49.8487815026
witch,49.8259921062
pues,49.7991695885
ruff,49.7251681753
pump,49.6876047016
winner,49.6692933567
ryze,49.6308341857
build,49.524067179
amor,49.4351248674
kali,49.4351248674
flight,49.4101774192
freak,49.3689192889
tonight's,49.307657029
killin,49.2149358965
swing,49.2033730656
regrets,49.181625832
cream,49.0222020966
muthafucka,49.0156863208
patna,48.9777433948
dukes,48.9386892403
betcha,48.9065940868
cocoa,48.8997623652
consume,48.7666051894
philly,48.7301553058
jordan,48.4088001432
wrongside,48.3749609687
bloodtype,48.3749609687
constructed,48.3522518371
althogh,48.2666652541
otay,48.2666652541
wudnt,48.2666652541
blacka,48.2666652541
'charli,48.2666652541
appeaaal,48.2666652541
cot',48.2666652541
murderahhh,48.2666652541
ikaw,48.2666652541
dohhhhh,48.2666652541
pasó,48.2666652541
finessin,48.2666652541
shammin,48.2666652541
what'you,48.2666652541
ratz,48.2666652541
baltimore',48.2666652541
eyay,48.2666652541
hummina,48.2666652541
lynch,48.2299689955
pimp,48.2197416213
boss,48.1647993062
betta,48.0100837604
superhuman,47.8816918732
gangsterous,47.8816918732
opin,47.8816918732
lion,47.8211686591
meeee,47.6873262764
fascination,47.6873262764
thugz,47.6543847088
puddin,47.6543847088
brand,47.5998946104
vida,47.5611742832
pussy,47.4839748261
latin,47.4825337522
manslaughter,47.4587410333
tramp,47.4112500723
cutest,47.0879934939
rockers,47.0879934939
depending,47.0879934939
bomb,46.9606793236
hunt,46.9018202265
beatnuts,46.8422741775
matter,46.7578829625
knights,46.6130484609
riggity,46.5271763458
ziplock,46.5271763458
spitz,46.5255294024
players,46.4597397485
hustler,46.4597397485
dumb,46.4450826888
drink,46.40479358
rush,46.309057003
purest,46.2567576506
infinity,46.1070273889
bayyyy,46.085774601
ballaholic,46.085774601
glamour,46.0567542696
herb,46.0421523027
loso,46.0102389921
ghetto,46.0
jane,45.9779124517
doors,45.8036404531
ripper,45.7560345986
biatch,45.7560345986
'head,45.5922383599
playa,45.5360498482
yeahhhhh,45.5314882875
mile,45.4885983885
effects,45.4514099715
este,45.3604067004
karma,45.3353524878
rowdy,45.325612334
wish,45.325612334
something's,45.2857291868
walkman,45.2857291868
hush,45.2519067294
holy,45.1579479882
days,45.1544993496
criminal,45.1466421643
westside,44.9835137363
goddamn,44.9835137363
lookin',44.955456021
akrobatik,44.9050598786
definitely,44.8615612735
mississippi,44.8607609737
behaviour,44.6670503843
eyez,44.6670503843
sumptin,44.653810125
yuck,44.653810125
hummm,44.653810125
boogle,44.653810125
sherrie,44.653810125
darkness,44.5759799144
daddy,44.5577340923
stepfather,44.4774257282
kein,44.4774257282
elzhi,44.4774257282
muthaphukkin,44.4774257282
lahhh,44.4615710251
substantial,44.4615710251
gangsta'd,44.4615710251
violence,44.3968245785
arab,44.3084832069
machete,44.2778616936
math,44.2713002911
terrorism,44.2626055538
hystschool,44.2444431496
tootsee,44.2444431496
combinding',44.2444431496
twinkys,44.2444431496
whiiiiiiiiiite,44.2444431496
uprockin',44.2444431496
rackety,44.2444431496
boughetto,44.2444431496
forrest,44.1449939005
sumthin',44.1449939005
move,44.0351102732
danger,43.9450980807
jungle,43.9450980807
tequila,43.9363634772
ohhhh,43.9179930482
sho',43.8968713918
bassline,43.8836021009
stick,43.7384927766
anni,43.6649605396
brick,43.5764700215
revolution,43.5099205594
sell,43.44379074
rock,43.3483193756
music,43.3483193756
goodbye,43.3066248682
cassidy,43.249156754
deathrow,43.2022773022
blao,43.2022773022
mang,43.1345990551
surrender,43.0315386372
haffi,42.9494031563
fence,42.8865801462
flo',42.8479160403
rebel,42.8479160403
celebrate,42.7018988652
looped,42.6857702695
overweighter,42.5407150163
heavenbound,42.5407150163
baaaack,42.5407150163
demo,42.4770328193
method,42.4770328193
batch,42.4750404912
club,42.4452293886
pimpin',42.3341442934
bubba,42.3298473877
kiddo,42.3082203574
genesis,42.2694875349
hunted,42.2635857681
playing,42.2135629165
calliope,42.1723846574
ninety,42.0310309344
glory,41.9997204621
woof,41.9885135334
beastie,41.9885135334
hurry,41.9565126481
feedback,41.9115084746
swanging,41.9115084746
thugs,41.8352633269
candle,41.7981022288
she'll,41.7687045479
magic,41.7581274274
anybody,41.7581274274
yellow,41.7581274274
warfare,41.7271966135
numbered,41.7264104919
dimensional,41.7264104919
packet,41.7264104919
analog,41.7021018418
money,41.5095491606
michael,41.3848326374
peoples,41.3826208704
romp,41.3004667476
champions,41.3004667476
funkdafied,41.2019943071
dogging,41.2019943071
everything's,41.1380970267
nananana,41.041450177
bada,41.041450177
stuntman,41.041450177
candela,41.041450177
assata,41.041450177
regulation,41.041450177
timah,41.041450177
loooove,41.041450177
freakier,41.041450177
rigger,41.041450177
diddley,41.041450177
strapped,41.0342270912
bump,40.9998763767
rockin',40.9816842264
killa,40.9471439412
tomorrow's,40.9393371285
bladow,40.9326592812
salvaje,40.9326592812
peckin,40.9326592812
tajuana,40.9326592812
hiiiigh,40.9326592812
sholl,40.9326592812
sheit,40.9326592812
sale,40.8341361152
napalm,40.7667208142
vous,40.7112793026
index,40.7050887096
stuntin,40.6577026416
wheels,40.5647059207
true,40.5647059207
brownie,40.5460347867
opaque,40.5460347867
dougie,40.497565888
dick,40.4638650199
trynna,40.4327643161
spinnin',40.3746848764
mystery,40.340666786
ahhhhhh,40.2589591181
hump,40.2395120443
toniiiite,40.2222210451
everlovin',40.2222210451
erra,40.2222210451
nohow,40.2222210451
ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,40.2222210451
althooooough,40.2222210451
troublin,40.2222210451
shut'cho,40.2222210451
hydroplaning,40.2222210451
lupita,40.2222210451
bizzos,40.2222210451
bayside,40.2222210451
yaeeyaae,40.2222210451
wagwan,40.2222210451
'thou,40.2222210451
dorrough,40.2222210451
reptar,40.2222210451
rrrrrroaw,40.2222210451
theeeey,40.2222210451
whutchacallit,40.2222210451
becomes,40.1720034352
jack,40.1687201633
special,40.1457691531
already,40.1144812487
tonight,40.1144812487
talkin,40.0781853965
grindin,40.0369894233
driver,40.0369894233
balling,40.0
dirty,39.9297061038
charli,39.8815886451
albee,39.8815886451
locc,39.8815886451
kaveo,39.8790252021
impulse,39.8790252021
thatta,39.8790252021
skillz,39.8400522515
museum,39.8400522515
pave,39.8400522515
chubb,39.8400522515
noyd,39.8400522515
ridah,39.8400522515
puss,39.8393356708
wise,39.7766151757
suga,39.6339400755
cradle,39.6251482378
soulja,39.6221116576
duck,39.6192537432
mayn,39.6163052286
television,39.5261937434
federal,39.5044436749
crunk,39.4970854379
bounce,39.4901072445
tymers,39.4459151738
supreme,39.432617169
waan,39.2862046176
gatt,39.2862046176
fillin',39.2530934408
stone,39.2050431017
dreads,39.169642663
teeth,39.1423202428
kitchen,39.1338994363
party,39.123942887
oath,39.0957204767
gunz,39.0957204767
sparxxx,39.0836690863
1995,39.0836690863
chatty,38.9956554316
haaaaa,38.9956554316
ladies,38.9880173307
gettin',38.9683532131
round,38.9683532131
drug,38.9302577438
beretta,38.87603648
march,38.8611365969
vampire,38.8492440199
free,38.8328694407
retreat,38.7775672432
soldiers,38.7754040397
jasmine,38.7459525996
explosions,38.7297798596
train,38.6468216323
homie,38.531839445
sky's,38.531839445
alone,38.5315293509
mind's,38.48081144
again,38.4433502385
stereo,38.4025966823
pinche,38.3981518383
quiero,38.380628558
hemp,38.380628558
beans,38.2439072694
wife,38.1439165627
dejes,38.123507767
plee,38.123507767
army's,38.123507767
cube,38.1126627161
choppa,38.0938004182
tops,38.0617997398
what'chu,37.9297794537
unborn,37.803330781
mercy,37.7861515385
phone,37.7713436117
sweet,37.6349202898
easy,37.6349202898
shout,37.6261088149
lateef,37.6213293289
chuckwick,37.6213293289
az's,37.6213293289
rickety,37.6213293289
rise,37.587835063
whats,37.5665438742
gangster,37.5665438742
faithful,37.5364067998
syndicate,37.5364067998
sights,37.5364067998
revelation,37.5364067998
fail,37.4919265352
pone,37.4271090339
energizer,37.4271090339
motorcycle,37.4271090339
eyedea,37.4271090339
filthy,37.4011760225
bustaz,37.3833191811
guap,37.3833191811
dawn,37.3773400954
roller,37.3598453051
listen,37.3512600184
hood,37.3512600184
eats,37.3493771914
sink,37.3411762581
motherfuckin,37.3277194623
bumpin',37.2938761315
incredible,37.2664572024
styley,37.2115084375
tchka,37.2115084375
widdy,37.2115084375
nique,37.2115084375
pussyole,37.2115084375
rana,37.2115084375
funkay,37.2115084375
y'knawmean,37.2115084375
mcgirt,37.2115084375
freaky,37.1843137606
mark,37.0576330644
times,37.0266894667
jealousy,37.0242873241
fact,37.0
bong,36.9935514039
convinced,36.8944491617
everythang,36.8856219111
daring,36.8137741339
swisher,36.7997751007
heaven,36.7666515725
hole,36.7666515725
tryna,36.7666515725
doing,36.7601306261
second,36.7601306261
kind,36.7601306261
attitudes,36.7399493417
bingo,36.7399493417
lucy,36.7399493417
jump,36.6921623656
picture,36.6760971417
falls,36.6016275988
speaks,36.5889018545
sittin',36.580672297
should,36.573108768
dissed,36.5613064352
natti,36.5557731019
bootsee,36.5557731019
bumping,36.5289079983
traces,36.4893391115
jimmy,36.3908787108
wit'cha,36.3779444688
remy,36.3494657046
warning,36.3066001074
raindrops,36.2919784373
uhhhh,36.2919784373
shay,36.2919784373
acabo,36.2641888778
overload,36.2592944186
ghostface,36.2370851682
healthy,36.2370851682
arhythamatic,36.1999989406
arhythamaticulas,36.1999989406
mirilla,36.1999989406
orld,36.1999989406
afrodiziak,36.1999989406
izzzzzz,36.1999989406
paincave,36.1999989406
buah,36.1999989406
controlamos,36.1999989406
boomshakalaka,36.1999989406
iahhhhh,36.1999989406
shizl,36.1999989406
rrrrrrroaw,36.1999989406
swanananana,36.1999989406
únete,36.1999989406
highlife,36.1999989406
spikin',36.1999989406
biyaa,36.1999989406
shaunta,36.1999989406
covas,36.1999989406
ojitos,36.1999989406
booooom,36.1999989406
upen,36.1999989406
jezzy,36.1999989406
lalalalaloud,36.1999989406
nooooooise,36.1999989406
soldeir,36.1999989406
baaah,36.1999989406
surpriiiiiiiiiised,36.1999989406
banaza,36.1999989406
solaar,36.1999989406
clap,36.1789507836
boot,36.1587097528
memories,36.1235994797
yola,36.0364377482
deeper,35.8589736981
mueve,35.7654947073
whatta,35.7654947073
eerie,35.7654947073
guilty,35.7618912168
alley,35.7354582533
county,35.7354582533
windmill,35.6843254793
clubbin',35.6843254793
juggalos,35.6843254793
network,35.6759685142
google,35.655426707
omega,35.655426707
surrounding,35.655426707
showdown,35.655426707
bozack,35.6169526209
echo,35.5163013648
gats,35.5135650201
banner,35.5103388154
brotha,35.4681171215
waitin,35.4509101133
somethin',35.4509101133
readjust,35.4505958469
wetty,35.4505958469
zunga,35.4505958469
packfm,35.4505958469
souflee,35.4505958469
sometime's,35.4505958469
quarterbackin',35.4505958469
lifesaver,35.4505958469
cosmonauts,35.4505958469
schoolly,35.4505958469
surviving,35.4227957748
paranoia,35.4227957748
family,35.4073512954
rich,35.4073512954
microphone,35.4049237365
balance,35.3481808922
shabba,35.3159951204
smells,35.3092140165
throwed,35.3092140165
dare,35.3060659849
against,35.2827377717
choir,35.222233812
riot,35.2219941242
trying,35.2205094927
mouth,35.2205094927
camp,35.1739086257
hallway,35.1343944385
alive,35.1278098829
representin',35.1066617226
everywhere,35.0975519496
enemies,35.0975519496
phoenix,35.0339796798
factory,35.0339796798
hate,35.0168062673
super,34.9485002168
bring,34.9485002168
reconcile,34.9465487865
hardship,34.9465487865
glidin',34.9465487865
awright,34.9465487865
buck,34.919479497
yellin',34.9094974071
wooooo,34.8953822593
rotting,34.8953822593
cologne,34.8594187119
lone,34.833289421
warriors,34.833289421
total,34.8209721224
twist,34.7317927522
lickin,34.7241874463
assault,34.7241874463
ounce,34.7174627893
step,34.6490196406
they've,34.6296456926
flashin,34.5802705417
lieutenant,34.5789106009
team,34.5322439215
'gon,34.5153599203
disperse,34.5153599203
nuthin',34.5153599203
homeboy,34.5125062062
bilal,34.5076792441
along,34.5052810428
mask,34.5004379295
kitty,34.4499778539
function,34.4366135101
thang,34.3838410703
brown,34.3777016631
school,34.3527303398
around,34.3527303398
hotter,34.3200668727
black,34.3174195057
cool,34.3174195057
masterplan,34.3081832811
complain,34.2895667681
drop,34.2495302125
purple,34.2386550169
trapped,34.2386550169
precious,34.2380653824
nang,34.2012084809
doop,34.2012084809
noided,34.2012084809
undersmell,34.2012084809
whooa,34.2012084809
widdit,34.1486162156
arrived,34.077624098
funky,34.0431959004
space,34.0431959004
chino,34.01653192
straps,33.9816262555
prepare,33.9794000867
bunny,33.9722673451
weasel,33.8107844347
bout,33.8039216006
puba,33.7563000346
spliff,33.7511027411
piru,33.7459596228
yes'ir,33.7459596228
burr,33.7459596228
minute,33.7153595144
country,33.6925361749
breathe,33.6351539517
talkin',33.5605670206
sorry,33.5505602081
dedicate,33.5329267036
tings,33.5002877882
goody,33.5002877882
chalupa,33.4903575937
wannna,33.4903575937
hellrazor,33.4903575937
résume,33.4903575937
carlo's,33.4903575937
looooong,33.4903575937
cupcakes,33.4903575937
mistachuck,33.4903575937
entre,33.4624064805
front,33.4605037665
wouldn't,33.4546186275
como,33.438481783
brother,33.3984878304
started,33.3984878304
whipped,33.3817572908
dang,33.3407470672
lyrically,33.3226502769
hang,33.2377130347
reggaeton,33.2325210017
filipino,33.2325210017
steve,33.2087513823
lettin',33.1501121169
alpha,33.0728845766
mood,33.0668911004
highway,33.0562054266
multiple,33.0209568648
runnin',32.9213665757
shimmy,32.9127015757
paso,32.9127015757
dipset,32.8925960766
mothafuckas,32.8762680827
classy,32.8762680827
cluck,32.785036815
bart,32.785036815
dreamin',32.7063599683
props,32.6823525161
tongue,32.6814680644
rascal,32.6518289298
tion,32.6518289298
mornin,32.6324404196
chamber,32.598823967
raekwon,32.5315525598
niggas,32.5112395317
sick,32.4442453209
motherfucker,32.4442453209
hutton,32.4402958903
stir,32.3980527104
mecca,32.3941410852
draws,32.3390287851
kissed,32.2843251657
banging,32.2596605519
chat,32.2053955953
danny,32.1919205352
gotem,32.1777768361
hilites,32.1777768361
monstar,32.1777768361
hearrrrrt,32.1777768361
harldem,32.1777768361
selah,32.1777768361
supastition,32.1777768361
riiiiiiiiise,32.1777768361
ryall,32.1777768361
fantazmic,32.1777768361
y'knowm,32.1777768361
guttaville,32.1777768361
breezier,32.1777768361
niiiiiight,32.1777768361
whoaa,32.1777768361
paybaaaack,32.1777768361
dadadat,32.1777768361
havenin',32.1777768361
chiti,32.1777768361
chambermusik,32.1777768361
tahh,32.1777768361
funke,32.1777768361
journed,32.1777768361
puuuuuuuuuuunk,32.1777768361
uglyyyyyyyyyy,32.1777768361
emerica,32.1777768361
headhuntin,32.1777768361
quitate,32.1777768361
brrraaattt,32.1777768361
tubba,32.1777768361
em'up,32.1777768361
brrrra,32.1777768361
deas,32.1777768361
oooorgy,32.1777768361
weav,32.1777768361
aking,32.1777768361
yooooooooou,32.1777768361
worrrrrrrrrrrrrllllllllllllllld,32.1777768361
bulldagger,32.1777768361
woaho,32.1777768361
ooha,32.1777768361
ponerme,32.1777768361
fight'em,32.1777768361
dadah,32.1777768361
gunz',32.1777768361
flyentology,32.1777768361
ohho,32.1777768361
doooo's,32.1777768361
paaaaarty,32.1777768361
yeahhhahhhhahhhh,32.1777768361
oooooooooooooooohhhhhhhhhhhh,32.1777768361
fernandomania,32.1777768361
soldier,32.1727559538
side,32.1137255205
jigga,32.029224219
peace,32.0
ming,31.9874337377
shack,31.9344671415
nate,31.9344671415
biting,31.9344671415
eres,31.9189944008
fireworks,31.9189944008
whoop,31.9065719755
sparkly,31.9055362622
hola,31.9055362622
sige,31.9055362622
vettes,31.9055362622
many,31.9042012657
explosion,31.8931384206
bands,31.8057824915
zapp,31.7695898059
breath,31.7544639945
hung,31.7417038841
liquor,31.7332630736
thank,31.7332630736
woman,31.7332630736
keepin',31.7163397286
dong,31.697689326
witta,31.632039307
likes,31.5746524393
guys,31.4900028115
moves,31.4900028115
firm,31.4536501951
education,31.4536501951
neighbor,31.4025326816
buddha,31.3446622771
dollar,31.3071195491
privilege,31.3028981976
spending,31.2953974601
kweli,31.2765763813
distance,31.2604345425
nasty,31.2256008532
laugh,31.2247198959
rollin,31.2247198959
figure,31.2247198959
hunter,31.1904138646
windmills,31.1892575283
windin,31.1892575283
unit,31.0432716459
jamar,31.0360677424
busta,31.035900656
puro,30.9932190652
evidence,30.9322469042
softly,30.9191727123
wiggle,30.8955622644
foolin,30.8883752127
chronic,30.8880601854
walls,30.881360887
dogg,30.8417365176
nope,30.8195270629
banshee,30.7810876328
useta,30.7810876328
throwdown,30.7810876328
houndin,30.7810876328
naggin,30.7810876328
let's,30.7546801908
circus,30.7425951337
whassup,30.7050595577
belongs,30.7045028464
camouflage,30.653153011
loser,30.653153011
automatic,30.6428932777
honestly,30.6252900917
shinin,30.6210216381
bury,30.581460078
guitar,30.5458102312
fire,30.5357603021
scratches,30.5357603021
shuffle,30.5288165322
young'n,30.5288165322
canibus,30.5013563323
provide,30.5013563323
girlfriend,30.4706587215
laws,30.4391398352
vroom,30.4305413182
suspect,30.4257734929
rhyme,30.4235294405
wave,30.4235294405
soul,30.4235294405
throw,30.4235294405
missed,30.4235294405
taste,30.4110437789
lips,30.4110437789
dogs,30.3903186582
happening,30.379587979
bootleg,30.3623963784
successful,30.3623963784
scott,30.317839486
knack,30.2953790535
hoochie,30.2953790535
prince,30.2623422728
bringin,30.2623422728
ahhh,30.2555000895
sind,30.2201573982
thug,30.2170748893
miss,30.2170748893
murder,30.2003878696
lemme,30.1838516028
goodies,30.1699764444
whale,30.1699764444
ella,30.1699764444
hide,30.1265401225
fame,30.1029995664
chain,30.1029995664
sexy,30.0977614428
checkin,30.0930174765
backseat,30.0802738648
control,30.0764705123
chasing,30.0648206067
greedy,30.0648206067
stop,30.0586390473
broccoli,30.0291254398
ahhhh,30.0291254398
i'mma,30.0158883357
diablo,29.9308431857
pocket,29.9236899003
happy,29.9236899003
vipers,29.9092689015
chu',29.9092689015
lowride,29.9092689015
welll,29.9092689015
pleeease,29.9092689015
salud,29.9092689015
jackson,29.9077075157
active,29.8795017531
vibe,29.8498725464
eastside,29.8131657619
mamacita,29.8045789228
gonna',29.8045789228
tryin',29.7993289276
million,29.7993289276
grave,29.7958327573
wan',29.7794671771
biiiiiiiiiitch,29.76920675
byyy,29.76920675
chemi,29.76920675
allllll,29.76920675
crimen,29.76920675
torta,29.76920675
coooool,29.76920675
real's,29.76920675
ohhhhhhhhhhhh,29.76920675
'dwyck',29.76920675
tustle,29.76920675
alberto,29.76920675
weebles,29.76920675
lili,29.76920675
autobot,29.76920675
jales,29.76920675
politique,29.76920675
'throw,29.76920675
cardz,29.76920675
frum,29.76920675
given,29.757825248
queens,29.757825248
repo,29.6982149845
organic,29.6982149845
platform,29.6982149845
stamp,29.6534337742
heartbeat,29.6534337742
heal,29.6417981392
blah,29.5845942174
cant,29.5821481768
remember,29.5815177926
goes,29.5815177926
lookin,29.5815177926
dungeon,29.533940885
lick,29.5332989781
callin',29.5215686402
lyin',29.5009395751
illegal,29.4568174102
definition,29.4568174102
doll,29.4051876316
drive,29.4022814764
candy,29.3567401821
beatbox,29.2590782008
imma,29.25546003
main,29.247959958
trife,29.2408500997
forward,29.2171968432
dans,29.1962663013
hunny,29.1962663013
slobs,29.1962663013
won'tcha,29.1962663013
slugga,29.1962663013
caan,29.1962663013
tolls,29.1962663013
victim,29.1720568418
built,29.0980994238
juss,29.0794852161
bride,29.0794852161
notorious,29.0618698098
vocab,29.0562152155
monica,29.0562152155
wit'chu,29.0394689819
bail,29.030109421
addicted,29.0066137063
killer,28.9431606268
mama,28.8988795837
grind,28.8988795837
touched,28.8824900737
comment,28.8671030542
electricity,28.8671030542
fuckin,28.7915962642
legend,28.7894487913
stomp,28.7894487913
invade,28.7752801041
sealed,28.7752801041
saucy,28.75639937
brotherhood,28.75639937
junk,28.7430982088
went,28.7333333605
damned,28.7072077858
bitches,28.6577701778
ones,28.653200892
fantasy,28.634521703
play,28.6272752832
soulo,28.5926308253
riggedy,28.5926308253
shawnna,28.5926308253
boogers,28.5926308253
